image_id,file_name,class_name,true_label,split,image_path,resolved_image_path,source,source_filepath,concept_key,concept_peripheral_ground_glass_opacities_label,concept_bilateral_involvement_label,concept_multilobar_distribution_label,concept_crazy_paving_pattern_label,concept_absence_of_lobar_consolidation_label,concept_localized_or_diffuse_presentation_label,concept_increased_density_in_the_lung_label,concept_ground_glass_appearance_label,task_prediction,task_probability_noncovid,task_probability_covid,neural_prediction,neural_probability_noncovid,neural_probability_covid,concept_score_peripheral_ground_glass_opacities,concept_score_bilateral_involvement,concept_score_multilobar_distribution,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_localized_or_diffuse_presentation,concept_score_increased_density_in_the_lung,concept_score_ground_glass_appearance,concept_pred_peripheral_ground_glass_opacities_label,concept_pred_bilateral_involvement_label,concept_pred_multilobar_distribution_label,concept_pred_crazy_paving_pattern_label,concept_pred_absence_of_lobar_consolidation_label,concept_pred_localized_or_diffuse_presentation_label,concept_pred_increased_density_in_the_lung_label,concept_pred_ground_glass_appearance_label
noncovid_2138,2138.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2138.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2138.png,original,,2138.png,1,1,1,0,1,1,1,1,0,0.9999989,1.0425558e-06,0,0.46680924,0.31617868,0.70133984,0.517992,0.7274575,0.17543244,0.89207643,0.72766966,0.687601,0.4720634,1,1,1,0,1,1,1,0
noncovid_2139,2139.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2139.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2139.png,original,,2139.png,1,1,1,0,1,1,1,1,0,0.9942267,0.0057732933,0,0.48341787,0.3900708,0.6162336,0.51315945,0.63164616,0.29628527,0.75299287,0.63182247,0.58862776,0.45313552,1,1,1,0,1,1,1,0
noncovid_2140,2140.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2140.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2140.png,original,,2140.png,1,1,1,0,1,1,1,1,0,1.0,1.055292e-08,0,0.44681844,0.26002875,0.75653553,0.51735675,0.7745696,0.107817866,0.93723536,0.8043797,0.7276726,0.45957723,1,1,1,0,1,1,1,0
noncovid_2141,2141.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2141.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2141.png,original,,2141.png,1,1,1,0,1,1,1,1,0,0.999998,2.002109e-06,0,0.46625853,0.32984138,0.68505645,0.5337415,0.6896998,0.19356285,0.85982877,0.7274371,0.6336411,0.44959074,1,1,1,0,1,1,1,0
noncovid_2142,2142.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2142.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2142.png,original,,2142.png,1,1,1,0,1,1,1,1,0,0.9999763,2.3721297e-05,0,0.47111058,0.34727585,0.65769255,0.5288894,0.69330335,0.22360212,0.8503124,0.6872832,0.64475983,0.46633336,1,1,1,0,1,1,1,0
noncovid_2143,2143.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2143.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2143.png,original,,2143.png,1,1,1,0,1,1,1,1,0,1.0,1.5962396e-09,0,0.4472078,0.24821886,0.7893658,0.5277183,0.80103767,0.09027165,0.9574593,0.83811694,0.7619148,0.4444403,1,1,1,0,1,1,1,0
noncovid_2144,2144.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2144.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2144.png,original,,2144.png,1,1,1,0,1,1,1,1,0,0.9999988,1.2361343e-06,0,0.4642015,0.32281524,0.7150828,0.5357985,0.71870977,0.17603227,0.8955845,0.7478875,0.6759848,0.45474583,1,1,1,0,1,1,1,0
noncovid_2145,2145.png,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2145.png,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/2145.png,original,,2145.png,1,1,1,0,1,1,1,1,0,0.99999964,4.0878686e-07,0,0.4631107,0.2952922,0.7171101,0.5368893,0.7442291,0.14598742,0.914624,0.7693994,0.69266886,0.45816356,1,1,1,0,1,1,1,0
noncovid_34,34.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/34.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/34.jpg,original,,34.jpg,1,1,1,0,1,1,1,1,0,0.99745923,0.002540734,0,0.4842627,0.38206568,0.61099684,0.5157373,0.631625,0.26615235,0.75080514,0.6679784,0.60334903,0.46275955,1,1,1,0,1,1,1,0
noncovid_35_0,35%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%0.jpg,original,,35%0.jpg,1,1,1,1,1,1,1,1,0,0.99848336,0.0015166693,0,0.47906095,0.39112136,0.6247973,0.52093905,0.6404385,0.28859404,0.7718962,0.64478385,0.5992925,0.45346758,1,1,1,0,1,1,1,0
noncovid_35_1,35%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%1.jpg,original,,35%1.jpg,0,0,0,0,1,0,0,0,0,0.6784593,0.32154074,0,0.48032075,0.44563162,0.52758193,0.50568384,0.64212257,0.3592944,0.5822137,0.63908654,0.58083564,0.5572111,1,1,1,0,1,1,1,1
noncovid_35_2,35%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/35%2.jpg,original,,35%2.jpg,0,0,0,0,1,0,0,0,0,0.99997365,2.6306789e-05,0,0.48117694,0.35024673,0.64453447,0.5141507,0.6932555,0.23456682,0.8385034,0.6599217,0.6505984,0.4778623,1,1,1,0,1,1,1,0
noncovid_36_0,36%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/36%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/36%0.jpg,original,,36%0.jpg,1,1,1,0,1,1,1,1,0,0.99911946,0.00088053197,0,0.46711344,0.38057318,0.6340995,0.53766775,0.64920646,0.26332128,0.79867166,0.6811681,0.6165732,0.46043965,1,1,1,0,1,1,1,0
noncovid_36_1,36%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/36%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/36%1.jpg,original,,36%1.jpg,1,0,1,0,1,1,1,1,0,0.999998,2.0207506e-06,0,0.4590618,0.327118,0.6985802,0.5409382,0.7177257,0.18392892,0.8912285,0.7389682,0.67106396,0.45736587,1,1,1,0,1,1,1,0
noncovid_37_0,37%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%0.jpg,original,,37%0.jpg,1,1,1,0,1,1,1,1,0,0.9999999,8.40791e-08,0,0.45997983,0.28542015,0.731231,0.5250178,0.74935246,0.13341495,0.9183686,0.77858466,0.7011736,0.4568432,1,1,1,0,1,1,1,0
noncovid_37_1,37%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%1.jpg,original,,37%1.jpg,1,1,1,0,1,1,1,1,0,0.99998546,1.45921595e-05,0,0.47685635,0.3533166,0.63940036,0.52314365,0.6656795,0.24618043,0.8198979,0.657433,0.6239609,0.48104578,1,1,1,0,1,1,1,0
noncovid_37_2,37%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%2.jpg,original,,37%2.jpg,1,1,1,0,1,1,1,1,0,0.9999695,3.0575447e-05,0,0.48178107,0.35337445,0.650577,0.513695,0.6753807,0.23822764,0.82080555,0.6693881,0.628587,0.4669582,1,1,1,0,1,1,1,0
noncovid_37_3,37%3.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%3.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%3.jpg,original,,37%3.jpg,1,1,1,0,1,1,1,1,0,1.0,4.675984e-09,0,0.45807248,0.27114293,0.7300155,0.5206177,0.76029444,0.12659808,0.92642105,0.76828307,0.71417695,0.49169096,1,1,1,0,1,1,1,0
noncovid_37_4,37%4.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%4.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/37%4.jpg,original,,37%4.jpg,1,1,1,0,1,1,1,1,0,0.9999989,1.0305827e-06,0,0.4702619,0.32978278,0.7004267,0.5223965,0.7100337,0.19238366,0.87911654,0.7180945,0.6707041,0.46912825,1,1,1,0,1,1,1,0
noncovid_38_0,38%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%0.jpg,original,,38%0.jpg,1,1,1,0,1,1,1,1,0,0.99610776,0.003892226,0,0.4783516,0.42272907,0.5765469,0.5216484,0.6348772,0.3169726,0.75024235,0.5772709,0.5967922,0.5048847,1,1,1,0,1,1,1,1
noncovid_38_1,38%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%1.jpg,original,,38%1.jpg,1,1,1,0,1,1,1,1,0,0.9999894,1.0599422e-05,0,0.46832347,0.34221864,0.6534278,0.53167653,0.7157414,0.21348944,0.87227964,0.68801004,0.6728903,0.47073254,1,1,1,0,1,1,1,0
noncovid_38_2,38%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/38%2.jpg,original,,38%2.jpg,1,1,1,0,1,1,1,1,0,0.99996173,3.8230424e-05,0,0.4773356,0.35742176,0.66347796,0.518078,0.7086275,0.23853421,0.86500335,0.65348375,0.68546116,0.4936716,1,1,1,0,1,1,1,0
noncovid_39_0,39%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%0.jpg,original,,39%0.jpg,1,1,1,0,1,1,1,1,0,0.9999329,6.716202e-05,0,0.47510606,0.36486965,0.65249527,0.52489394,0.6597536,0.24966618,0.8099887,0.6764934,0.6108317,0.45471367,1,1,1,0,1,1,1,0
noncovid_39_1,39%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%1.jpg,original,,39%1.jpg,1,1,1,0,1,1,1,1,0,0.9999999,1.6526003e-07,0,0.4650287,0.30152932,0.7099625,0.5220933,0.7296197,0.16081755,0.90365934,0.7462413,0.6938297,0.4780719,1,1,1,0,1,1,1,0
noncovid_39_2,39%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%2.jpg,original,,39%2.jpg,1,0,1,0,1,1,1,1,0,0.99999714,2.9065056e-06,0,0.46830586,0.31877658,0.71761507,0.52275795,0.7366725,0.16180687,0.90338486,0.76566225,0.695427,0.43783674,1,1,1,0,1,1,1,0
noncovid_39_3,39%3.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%3.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%3.jpg,original,,39%3.jpg,0,0,0,0,1,0,0,0,0,0.9999943,5.690483e-06,0,0.47302347,0.3335159,0.67756265,0.5136088,0.67692626,0.20705913,0.83494276,0.7007489,0.62736875,0.46047482,1,1,1,0,1,1,1,0
noncovid_39_4,39%4.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%4.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%4.jpg,original,,39%4.jpg,1,1,1,0,1,1,1,1,0,0.99998903,1.0969807e-05,0,0.47637266,0.3457918,0.67906636,0.51824635,0.6825566,0.21600083,0.8426723,0.69986916,0.6396578,0.4534963,1,1,1,0,1,1,1,0
noncovid_39_5,39%5.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%5.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%5.jpg,original,,39%5.jpg,1,1,1,0,1,1,1,1,0,0.99999976,2.3365573e-07,0,0.46425033,0.30380446,0.71759385,0.5113782,0.72314966,0.15622693,0.8897098,0.7562968,0.67543894,0.44757107,1,1,1,0,1,1,1,0
noncovid_39_6,39%6.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%6.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%6.jpg,original,,39%6.jpg,0,0,0,0,1,0,0,0,0,0.99997056,2.9408022e-05,0,0.4758976,0.35940027,0.6387173,0.5241024,0.65235984,0.25401393,0.7956518,0.6639279,0.59768736,0.46345255,1,1,1,0,1,1,1,0
noncovid_39_7,39%7.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%7.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%7.jpg,original,,39%7.jpg,0,0,0,0,1,0,0,0,0,0.99999976,2.4377584e-07,0,0.46395636,0.31084612,0.7032671,0.53604364,0.7175477,0.16829719,0.891201,0.7494979,0.6647123,0.45843065,1,1,1,0,1,1,1,0
noncovid_39_8,39%8.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%8.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/39%8.jpg,original,,39%8.jpg,0,0,0,0,1,0,0,0,0,0.99829465,0.0017053417,0,0.4871147,0.39518505,0.6408284,0.506739,0.6050264,0.2868521,0.7231852,0.6584005,0.57856697,0.450992,1,1,1,0,1,1,1,0
noncovid_40_0,40%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%0.jpg,original,,40%0.jpg,1,1,1,0,1,1,1,1,0,0.9991379,0.0008621287,0,0.48227742,0.38284567,0.66308254,0.50765157,0.6376852,0.26048067,0.77570117,0.67671394,0.6134182,0.44248557,1,1,1,0,1,1,1,0
noncovid_40_1,40%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/40%1.jpg,original,,40%1.jpg,1,1,1,0,1,1,1,1,0,0.9999993,7.259568e-07,0,0.46733803,0.313615,0.7160612,0.52191514,0.7277285,0.16646802,0.89675456,0.7486961,0.68516916,0.45215258,1,1,1,0,1,1,1,0
noncovid_41,41.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/41.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/41.jpg,original,,41.jpg,0,0,0,0,1,0,0,0,1,0.23555884,0.76444113,1,0.4549405,0.45512474,0.63343585,0.51542157,0.69506794,0.37111863,0.54675424,0.6371133,0.61281085,0.5673383,1,1,1,0,1,1,1,1
noncovid_42,42.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/42.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/42.jpg,original,,42.jpg,1,1,1,1,1,1,1,1,0,0.9513069,0.04869309,0,0.49225304,0.41399923,0.5941825,0.5003785,0.6008783,0.32761398,0.66479415,0.61507714,0.5887634,0.4825963,1,1,1,0,1,1,1,0
noncovid_43_1,43%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%1.jpg,original,,43%1.jpg,0,0,0,0,1,0,0,0,0,0.9999682,3.1820906e-05,0,0.479745,0.3590903,0.6424133,0.50291127,0.6714883,0.24970013,0.808836,0.64313847,0.63409406,0.47000492,1,1,1,0,1,1,1,0
noncovid_43_2,43%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%2.jpg,original,,43%2.jpg,0,0,1,0,1,0,1,0,0,0.9988894,0.0011106711,0,0.48529425,0.39419937,0.61433625,0.5083688,0.6310559,0.30798212,0.74743366,0.6058006,0.59410053,0.46629822,1,1,1,0,1,1,1,0
noncovid_43_3,43%3.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%3.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/43%3.jpg,original,,43%3.jpg,0,1,1,0,1,1,1,1,0,0.99953103,0.00046895235,0,0.47653604,0.36601672,0.58889014,0.52346396,0.66712326,0.2465437,0.79833335,0.65727305,0.6559249,0.5068774,1,1,1,0,1,1,1,1
noncovid_44_0,44%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%0.jpg,original,,44%0.jpg,1,1,1,0,1,1,1,1,0,0.9999988,1.246155e-06,0,0.46901903,0.31500328,0.6960529,0.5256156,0.7274724,0.17270571,0.89184284,0.7367899,0.6797688,0.4583512,1,1,1,0,1,1,1,0
noncovid_44_1,44%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/44%1.jpg,original,,44%1.jpg,1,1,1,0,1,1,1,1,0,0.9998908,0.000109189095,0,0.47752967,0.3502107,0.68353933,0.5117499,0.6889007,0.21216956,0.84735197,0.7096567,0.64987993,0.44032598,1,1,1,0,1,1,1,0
noncovid_45,45.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/45.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/45.jpg,original,,45.jpg,1,1,1,0,1,1,1,1,0,0.9672295,0.032770496,0,0.48695803,0.40336874,0.6230306,0.5122169,0.62708783,0.29749218,0.7282928,0.64399135,0.6148712,0.47024992,1,1,1,0,1,1,1,0
noncovid_46,46.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/46.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/46.jpg,original,,46.jpg,1,1,1,0,1,1,1,1,0,0.98937035,0.01062967,0,0.48712057,0.43387163,0.5828327,0.51287943,0.5918347,0.36987606,0.6811686,0.5661284,0.55922985,0.45583066,1,1,1,0,1,1,1,0
noncovid_47,47.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/47.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/47.jpg,original,,47.jpg,0,0,0,0,1,0,0,0,0,0.999897,0.00010298539,0,0.48138902,0.3823861,0.61981344,0.51762486,0.64941525,0.28518066,0.7825204,0.6176139,0.6057695,0.4879478,1,1,1,0,1,1,1,0
noncovid_48,48.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/48.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/48.jpg,original,,48.jpg,0,0,0,0,1,0,0,0,0,0.999995,5.057822e-06,0,0.47361222,0.33419323,0.6863018,0.51701266,0.6949496,0.20080161,0.8565409,0.7112657,0.6492375,0.45402098,1,1,1,0,1,1,1,0
noncovid_49_0,49%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%0.jpg,original,,49%0.jpg,0,0,0,0,1,0,0,0,0,0.9997384,0.0002616145,0,0.48030683,0.36015147,0.63342386,0.5139642,0.66811377,0.23379189,0.80827487,0.68479264,0.62397677,0.45110103,1,1,1,0,1,1,1,0
noncovid_49_1,49%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/49%1.jpg,original,,49%1.jpg,0,0,1,0,1,0,1,0,0,0.9942086,0.0057913684,0,0.46963274,0.3817089,0.58359116,0.53115356,0.64063656,0.26332816,0.7568852,0.666717,0.5884818,0.47677043,1,1,1,0,1,1,1,0
noncovid_50,50.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/50.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/50.jpg,original,,50.jpg,0,0,0,0,1,0,0,0,0,0.99999917,7.958261e-07,0,0.46601266,0.3060092,0.729233,0.5286172,0.7323609,0.15545997,0.9083109,0.7691348,0.69297445,0.44901904,1,1,1,0,1,1,1,0
noncovid_51_0,51%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%0.jpg,original,,51%0.jpg,0,0,0,0,1,0,0,0,0,0.9999999,1.0890963e-07,0,0.46244514,0.2981189,0.7102753,0.5053668,0.74467385,0.1598312,0.9063373,0.72206753,0.7124048,0.49382922,1,1,1,0,1,1,1,0
noncovid_51_1,51%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%1.jpg,original,,51%1.jpg,0,0,0,0,1,0,0,0,0,0.9999907,9.273797e-06,0,0.4776009,0.3462553,0.67689776,0.5127368,0.69159114,0.21451543,0.8481468,0.6980025,0.65110284,0.45818385,1,1,1,0,1,1,1,0
noncovid_51_2,51%2.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%2.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%2.jpg,original,,51%2.jpg,0,0,0,0,1,0,0,0,0,1.0,4.794252e-10,0,0.44670254,0.24793269,0.75851536,0.5288043,0.79534876,0.099424176,0.9517708,0.8083956,0.75180566,0.48177338,1,1,1,0,1,1,1,0
noncovid_51_3,51%3.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%3.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/51%3.jpg,original,,51%3.jpg,0,0,0,0,1,0,0,0,0,0.99999964,3.0851731e-07,0,0.46743774,0.31713653,0.71211976,0.52473974,0.7290115,0.17082246,0.89836556,0.742423,0.6886529,0.4601826,1,1,1,0,1,1,1,0
noncovid_52_0,52%0.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%0.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%0.jpg,original,,52%0.jpg,0,0,0,0,1,0,0,0,0,1.0,4.259376e-09,0,0.4551351,0.25891522,0.7717775,0.52651614,0.78438145,0.10423706,0.94812584,0.8134676,0.7462695,0.46265924,1,1,1,0,1,1,1,0
noncovid_52_1,52%1.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%1.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/52%1.jpg,original,,52%1.jpg,0,0,0,0,1,0,0,0,0,0.9899714,0.010028537,0,0.47982973,0.3852627,0.5749641,0.49718237,0.6035043,0.28738078,0.6833594,0.64226156,0.60473853,0.5223883,1,0,1,0,1,1,1,1
noncovid_53,53.jpg,NonCOVID,0,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/53.jpg,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_NonCOVID/53.jpg,original,,53.jpg,0,0,0,0,1,0,0,0,0,0.9808061,0.019193945,0,0.48429388,0.40627715,0.5764128,0.5157061,0.57731956,0.33362976,0.66114455,0.6045026,0.5523888,0.4736883,1,1,1,0,1,1,1,0
