concept_score_absence_of_lobar_consolidation,med_task_prob_covid,med_neural_prob_covid,label
0.56699526,0.651056,0.45362782,1
0.5327544,0.9314824,0.46109605,1
0.5214214,0.9832274,0.4588297,1
0.5302108,0.9772949,0.45922098,1
0.5347929,0.9984092,0.4652071,1
0.7550512,0.00031397038,0.38050973,1
0.5161419,0.9627093,0.45994422,1
0.55179465,0.9999181,0.4605695,1
0.53196454,0.9596395,0.45227945,1
0.5702805,0.9992704,0.45996654,1
0.5135044,0.9623541,0.4612548,1
0.51896554,0.99172956,0.464485,1
0.5181708,0.9897031,0.46381575,1
0.523695,0.9807016,0.45962164,1
0.5197493,0.99072284,0.46452162,1
0.57779795,0.27515513,0.4481077,1
0.50155205,0.9278319,0.4565864,1
0.5550689,0.69419676,0.45346656,1
0.5946046,0.40660495,0.4405369,1
0.525576,0.9988207,0.4690932,1
0.5446861,0.9999964,0.45854422,1
0.5084111,0.98435736,0.46107578,1
0.5183701,0.99526983,0.466369,1
0.5210628,0.99699414,0.4678979,1
0.549492,0.9703367,0.45824638,1
0.5311484,0.99928576,0.46885163,1
0.8933947,2.141836e-07,0.30638823,0
0.7864622,0.00014189424,0.38504153,0
0.92146283,5.714776e-08,0.29598445,0
0.9730918,5.352097e-11,0.21110435,0
0.9781251,7.34212e-11,0.21351409,0
0.8811553,2.1786868e-06,0.3275177,0
0.9350991,1.1545914e-07,0.2922346,0
0.9080684,1.4003119e-06,0.3204022,0
0.9368858,3.67261e-09,0.269416,0
0.8868544,3.336577e-07,0.30817083,0
0.9660298,3.696571e-11,0.22373688,0
0.8233567,2.5203683e-05,0.35880256,0
0.75750184,0.00024326882,0.40027416,0
0.7656599,0.00014323594,0.3917246,0
0.82616055,7.739276e-06,0.3481591,0
0.82653475,2.8528115e-05,0.34908682,0
0.83205473,1.4603643e-05,0.3493691,0
0.9405027,5.4403793e-09,0.2650804,0
0.8533503,6.191909e-06,0.3457002,0
0.67614347,0.018788798,0.40729225,0
0.90787745,1.5855268e-07,0.30013213,0
0.6922561,0.0144416345,0.3963011,0
0.87887806,2.2034037e-06,0.3347512,0
0.7640639,0.0008306673,0.40488118,0
0.9132722,7.374917e-08,0.30270562,0
0.8543789,1.5275926e-05,0.3421568,0
0.85616004,5.554032e-06,0.33769795,0
0.81767917,5.725433e-05,0.36212185,0
0.9592519,4.3464318e-10,0.23159513,0
0.83605415,4.3283693e-05,0.35688996,0
0.76513577,0.00026288518,0.37377855,0
0.88451666,5.185816e-07,0.31391403,0
0.8382082,5.5876233e-05,0.3648775,0
0.9513122,2.6341949e-09,0.2668595,0
0.8949862,2.7470264e-07,0.3101632,0
0.9340911,7.4344153e-09,0.27921262,0
0.8678602,5.849098e-07,0.31825048,0
0.89007264,1.487907e-07,0.30293402,0
0.81690276,8.848119e-06,0.35342133,0
0.9045836,2.5122358e-07,0.29583374,0
0.9418545,3.5683576e-09,0.26109964,0
0.9083941,1.0243722e-06,0.3147206,0
0.8583232,3.011412e-06,0.33330294,0
0.7599048,0.006838617,0.38065505,0
0.9219449,2.8072874e-08,0.28585204,0
0.89784616,3.2615148e-07,0.3049745,0
0.98764634,1.1156158e-13,0.16886055,0
0.7649166,0.00012949729,0.37399077,0
0.83098596,1.0754506e-05,0.34589007,0
0.7997141,0.00020163262,0.3663803,0
0.62830126,0.28555384,0.42004484,0
0.7758015,0.00017515836,0.3922804,0
0.794082,4.6794234e-05,0.37191796,0
0.75929165,0.0004098735,0.38988012,0
0.77508014,0.00015836008,0.39787757,0
0.77086735,0.0012609432,0.37869167,0
0.8383668,1.2230547e-05,0.34214404,0
0.9036415,8.959806e-08,0.29965043,0
0.926875,5.19611e-09,0.27463323,0
0.6195622,0.07741879,0.4553468,0
0.6997938,0.0138659375,0.41441387,0
0.92617524,1.0180361e-08,0.2774305,0
0.720743,0.0016855113,0.4046008,0
0.56483984,0.8778262,0.45525905,0
0.8183232,0.0016848312,0.35439488,0
0.89560395,1.8715808e-07,0.30567873,0
0.6968536,0.01770291,0.40462306,0
0.79905415,3.432183e-05,0.3694365,0
0.9064588,6.555084e-08,0.2898424,0
0.9033273,9.1174144e-07,0.30937356,0
0.86395514,0.00015789253,0.34918636,0
0.64299345,0.27502173,0.4212063,0
0.8821157,1.8930605e-06,0.31428558,0
0.9550099,1.3960009e-09,0.2512307,0
0.8083464,0.0005389988,0.37535477,0
0.7525634,0.00087213697,0.3804577,0
0.87568253,2.3271823e-06,0.32560807,0
0.94502413,2.6814813e-09,0.26483825,0
0.9219158,3.1516137e-08,0.28390968,0
0.898272,1.3691764e-06,0.3111732,0
0.9353503,7.834819e-09,0.26982632,0
0.9573685,4.930569e-09,0.25195765,0
0.7726608,0.00037325345,0.39078736,0
0.8010698,0.00030374358,0.37499103,0
0.9225532,8.434799e-08,0.28188694,0
0.8587227,3.0100825e-06,0.33532333,0
0.96524405,1.8540973e-10,0.22452515,0
0.7442192,0.0041038333,0.40016744,0
0.6782024,0.019398542,0.43423104,0
0.64309615,0.24978508,0.420488,0
0.80907416,0.000106970256,0.34325853,0
0.8405205,3.784213e-05,0.36351874,0
0.9489075,2.846734e-09,0.25153783,0
0.88552505,5.077651e-06,0.3216591,0
0.8369943,3.8100761e-06,0.34646112,0
0.8225264,6.215402e-05,0.36280552,0
0.6790904,0.027048664,0.40882304,0
0.8489852,0.00022209108,0.38073155,0
0.8328771,0.00037036045,0.37505606,0
0.9233184,1.1539474e-07,0.29524314,0
0.9372723,1.430686e-08,0.2751538,0
0.8957133,1.4901921e-06,0.3154359,0
0.8409187,3.732534e-05,0.3636609,0
0.70472664,0.021700501,0.39828965,0
0.8951759,9.724913e-07,0.32262355,0
0.87611157,2.5296422e-06,0.3212552,0
0.87311876,3.4099157e-06,0.33297205,0
0.8889889,1.172821e-06,0.3190488,0
0.8302683,2.5038333e-05,0.34604955,0
0.93071884,4.4385747e-08,0.27911744,0
0.89288926,2.7540986e-07,0.31294283,0
0.9487107,8.739905e-09,0.2638901,0
0.9304932,4.3776524e-08,0.27709407,0
0.95499367,1.1703447e-09,0.24832344,0
0.9529057,2.7497435e-10,0.23920876,0
0.6889196,0.013890468,0.4087046,0
0.75862664,0.00056614703,0.38943863,0
0.61243474,0.16280459,0.42810404,0
0.68681896,0.012182554,0.42551696,0
0.6684758,0.13624613,0.4095299,0
0.9304847,6.7919025e-08,0.29221246,0
0.9109822,3.1542393e-07,0.31078294,0
0.94961923,5.3290783e-10,0.25240982,0
0.8935988,1.266532e-07,0.30231118,0
0.9628124,7.828477e-11,0.23350996,0
0.8607288,4.6041646e-06,0.33579153,0
0.67845446,0.034104142,0.3990494,0
0.85852736,2.3897608e-05,0.34950086,0
0.8202659,0.00035013937,0.37683398,0
0.51229995,0.989184,0.460855,0
0.8161836,4.9010097e-05,0.36816734,0
0.79613787,0.00077302865,0.38104048,0
0.74432814,0.000415468,0.3947751,0
0.8077612,3.0599098e-05,0.357092,0
0.6786077,0.017132154,0.41033134,0
0.6801662,0.004333991,0.42329317,0
0.7552867,0.0011005559,0.38135606,0
0.74816966,0.0065023564,0.38225788,0
0.81809366,0.00019208019,0.37002927,0
0.9494602,4.239114e-09,0.25924435,0
0.53177387,0.6955755,0.4549981,0
0.82390577,0.00028470028,0.36977664,0
0.87369955,2.4093033e-06,0.3359126,0
0.8431603,6.2643408e-06,0.33694044,0
0.88018423,2.136209e-06,0.33037362,0
0.8747974,1.0230708e-05,0.33598277,0
0.88501936,2.8765094e-06,0.31807882,0
0.706214,0.02863708,0.40047672,0
0.61182344,0.112775505,0.4558916,0
0.69455767,0.0044148015,0.42197335,0
0.8685567,3.6863187e-06,0.33509436,0
0.6158309,0.26882944,0.41434866,0
0.8380638,0.0002697087,0.3631061,0
0.84827566,3.9632545e-05,0.35864693,0
0.9546733,2.8284067e-10,0.24146716,0
0.9248515,2.5958014e-08,0.29255736,0
0.97537136,3.935803e-12,0.20237043,0
0.90149343,3.9908434e-07,0.31310555,0
0.9569422,5.63141e-10,0.24018258,0
0.5830589,0.32399127,0.451949,0
0.6607569,0.029320642,0.41488618,0
0.96245337,3.9839634e-10,0.23420179,0
0.9022032,4.52333e-07,0.30848172,0
0.9637057,3.047562e-11,0.22406928,0
0.930167,9.702151e-09,0.28273016,0
0.787004,0.0015821832,0.37243423,0
0.82556695,0.0003822509,0.37261912,0
0.8247278,9.3248666e-05,0.36127096,0
0.6747644,0.0064798347,0.40555754,0
0.86279917,9.934175e-06,0.3404377,0
0.8695767,1.2131887e-05,0.33459857,0
0.6979495,0.020800415,0.40115866,0
0.7008785,0.008569403,0.38853407,0
0.67786247,0.021647403,0.4269802,0
0.81230605,4.551508e-05,0.35594532,0
0.5749134,0.20318188,0.43897787,0
0.5258469,0.75509435,0.45165178,0
0.7477487,0.002198693,0.37696776,0
0.72791505,0.002868199,0.3959655,0
0.68534595,0.009695685,0.41533387,0
0.8546764,3.224675e-05,0.3535808,0
0.92003536,9.600006e-07,0.31030288,0
0.6272282,0.027094154,0.411671,0
0.8064882,0.0012807352,0.37801674,0
0.5426284,0.73466307,0.4504593,0
0.8485876,1.9337795e-05,0.34244156,0
0.95148265,2.9340306e-09,0.25571275,0
0.8872417,2.751625e-06,0.33660308,0
0.8049172,0.00037292572,0.3754392,0
0.70850545,0.025384415,0.3898977,0
0.76777583,0.00039908377,0.3759669,0
0.65264165,0.014849111,0.40234452,0
0.9223273,1.9231437e-07,0.2914197,0
0.9386127,1.0458665e-07,0.27472126,0
0.83314574,0.0001628536,0.37192047,0
0.72383976,0.0160536,0.40428194,0
0.8261954,6.704716e-05,0.34988478,0
0.8145754,0.00022794047,0.36832166,0
0.59365577,0.21236706,0.4400111,0
0.9412017,2.7221243e-09,0.27480596,0
0.91264117,4.991776e-07,0.30218068,0
0.72465414,0.010523787,0.38751426,0
0.76963127,0.0019908026,0.40372097,0
0.91024375,1.3504258e-07,0.30095232,0
0.72110856,0.016866757,0.37850603,0
0.846281,8.5624975e-05,0.35766444,0
0.9289982,6.332283e-08,0.2835143,0
0.79141825,0.0008225419,0.38451222,0
0.8305453,1.7290025e-05,0.3725202,0
0.84422094,3.5316385e-05,0.35056055,0
0.89941305,4.171738e-06,0.32053083,0
0.8912933,7.1492536e-06,0.3268258,0
0.96726984,4.7680526e-10,0.23079538,0
0.8707925,7.5516323e-06,0.3396444,0
0.82952154,4.6410623e-05,0.36620638,0
0.76129156,0.0020089766,0.3917244,0
0.7754482,0.0014009345,0.3809396,0
0.91497123,6.6432165e-08,0.29518992,0
0.85441875,6.716169e-06,0.34476212,0
0.892808,1.8494552e-07,0.31475756,0
0.89846313,9.881054e-07,0.31887883,0
0.81786317,0.00015723464,0.35931635,0
0.7489754,0.005786051,0.38824895,0
0.9029495,6.0924737e-07,0.3065052,0
0.92850435,1.6712836e-07,0.30111593,0
0.8617363,9.109948e-06,0.34707475,0
0.80258363,0.00011420392,0.3682003,0
0.75866026,0.0010300041,0.3870275,0
0.54067045,0.97225326,0.45347935,0
0.98668355,1.7499156e-13,0.1767815,0
0.91569465,1.2147534e-07,0.29441535,0
0.8941503,1.7539418e-06,0.32768345,0
0.93781775,2.4413406e-08,0.2829493,0
0.90664464,8.04405e-07,0.31184256,0
