concept_score_bilateral_involvement,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_ground_glass_appearance,med_task_prob_covid,med_neural_prob_covid,label
0.5283409,0.17260286,0.8998361,0.46020755,1.7233049e-06,0.32021925,0
0.5179267,0.22140105,0.84382343,0.4578127,6.4123444e-05,0.34672534,0
0.50652575,0.17966111,0.8627021,0.44604743,1.1724821e-06,0.32228598,0
0.5250155,0.13021414,0.93451476,0.500122,7.2382043e-09,0.27316478,0
0.51821196,0.25012204,0.8066035,0.4748972,0.00010760619,0.35421956,0
0.51429975,0.2885153,0.775418,0.46819726,0.0006157509,0.38204315,0
0.5024172,0.23490927,0.75343865,0.51032215,0.0011139899,0.3706306,0
0.50661445,0.29967657,0.70835835,0.47175205,0.0052357134,0.39976543,0
0.5008772,0.30353943,0.6585209,0.5043881,0.011527694,0.4047006,0
0.48712704,0.3264516,0.5824642,0.5337494,0.13118696,0.42251706,0
0.49531528,0.35413802,0.56466764,0.5322325,0.29659945,0.4412215,0
0.51962245,0.23186852,0.81169856,0.47109434,0.00028542784,0.3634951,0
0.49488735,0.26285553,0.7055024,0.52828276,0.014250819,0.38516593,0
0.51176184,0.22009023,0.8451928,0.46736068,2.5980908e-05,0.34489462,0
0.5214557,0.16947706,0.88282263,0.4365123,2.4978806e-06,0.31811297,0
0.5091316,0.2299833,0.832113,0.42529577,0.00023157777,0.36939248,0
0.50965816,0.27220386,0.70610946,0.47064272,0.003678278,0.38738778,0
0.51707214,0.28780404,0.7879021,0.44120795,0.001151439,0.3955059,0
0.5392865,0.20400299,0.87490183,0.48325795,8.8061215e-06,0.33117718,0
0.50972575,0.2637946,0.7417579,0.4624318,0.0014156624,0.3816396,0
0.53490573,0.11373946,0.9439556,0.45662686,9.23812e-09,0.26856244,0
0.5234746,0.2696094,0.7959428,0.44848102,0.00051307934,0.3823546,0
0.518029,0.20339625,0.8630952,0.47105476,1.5331456e-05,0.3311902,0
0.514899,0.24765088,0.8296915,0.44969842,0.00054888555,0.37234762,0
0.48765492,0.2569517,0.70673144,0.4938805,0.0027257046,0.3784333,0
0.4871074,0.36304426,0.5750492,0.5829456,0.48063987,0.45192468,0
0.5234206,0.21531714,0.8661831,0.47937006,2.497947e-05,0.34180695,0
0.5388225,0.17268454,0.8971515,0.4460103,5.5049804e-06,0.32259557,0
0.52410865,0.26277804,0.80236316,0.43755242,0.0026815736,0.38290635,0
0.51859754,0.32242724,0.7067063,0.47458893,0.03648369,0.41621745,0
0.5125854,0.1903464,0.87753093,0.47906378,1.4728098e-06,0.32133693,0
0.512496,0.21674189,0.8384809,0.45580164,2.853002e-05,0.3432813,0
0.5269582,0.23976593,0.84725046,0.4938714,1.5493282e-05,0.34972525,0
0.5006715,0.10734149,0.94432044,0.4669924,3.416817e-09,0.26236275,0
0.52821636,0.178844,0.8877299,0.43578023,9.112051e-06,0.32902974,0
0.52785647,0.23220345,0.80718297,0.4713468,0.0010650798,0.3638274,0
0.52467215,0.2791205,0.78632754,0.45397174,0.0009965774,0.3834228,0
0.50909716,0.20589793,0.8570245,0.4503983,1.6786658e-05,0.343359,0
0.5241236,0.21105659,0.8448828,0.45419145,1.4312382e-05,0.3386995,0
0.52074367,0.21180795,0.85782725,0.45473447,4.0007795e-05,0.3451446,0
0.51979065,0.14564155,0.9187893,0.44802094,2.2333423e-07,0.30068505,0
0.5328804,0.20165412,0.8684411,0.4303116,1.12785e-05,0.3491776,0
0.5079222,0.32125205,0.6987445,0.46644694,0.0048039355,0.39749178,0
0.5199893,0.20477928,0.86388177,0.44712716,5.2988446e-05,0.3480985,0
0.53480405,0.23652668,0.7607489,0.48927167,0.008647721,0.37119988,0
0.5192371,0.20508105,0.86368823,0.4395874,5.3976175e-05,0.34939963,0
0.52759635,0.16138932,0.9024097,0.45785367,2.7559743e-06,0.30779707,0
0.5237917,0.24667901,0.8003461,0.4322753,0.00046332937,0.37203538,0
0.54508024,0.10956837,0.95312506,0.4745142,2.9099334e-08,0.26190865,0
0.515542,0.22480795,0.83227354,0.4350474,0.00018373235,0.3585357,0
0.5106258,0.3033737,0.75148207,0.44606376,0.007034741,0.39645493,0
0.5069908,0.16338414,0.89222455,0.461397,1.6616686e-07,0.30794394,0
0.519632,0.27258694,0.790074,0.4511827,0.00040054123,0.38129592,0
0.5155413,0.22570261,0.8359148,0.4693532,1.07046835e-05,0.34439906,0
0.526279,0.11790516,0.9374586,0.468485,8.488135e-09,0.27100417,0
0.51153326,0.2789708,0.7753925,0.47698426,0.0011373245,0.37516537,0
0.5158309,0.23554885,0.8231932,0.44922256,7.110776e-05,0.35963944,0
0.5201321,0.22688563,0.8251545,0.48576084,0.00023403115,0.3517024,0
0.5227342,0.21059631,0.86443734,0.45399612,3.7895323e-05,0.3468849,0
0.5141072,0.19750528,0.8726291,0.47512573,3.1286115e-06,0.32785168,0
0.51560533,0.24835719,0.7992166,0.4595728,4.3643628e-05,0.3579861,0
0.5196953,0.30315483,0.7651836,0.4628032,0.00071386644,0.39055717,0
0.50186276,0.3405086,0.62316746,0.53344864,0.36726052,0.42268848,0
0.5326952,0.099610955,0.95057344,0.43827373,2.3112463e-09,0.25948736,0
0.52760136,0.2390691,0.84215665,0.48343647,2.2108987e-05,0.35248518,0
0.5382658,0.08754719,0.96631193,0.4817367,5.9336885e-10,0.23789003,0
0.52809405,0.1529566,0.91513515,0.47928232,1.7274301e-07,0.29822508,0
0.5460666,0.15855324,0.9170492,0.48156765,1.8506302e-07,0.3008816,0
0.6803827,0.46107268,0.55974567,0.7588575,0.9999645,0.4572568,1
0.6048685,0.46150032,0.5167718,0.6354847,0.98537946,0.46459776,1
0.6452403,0.4665047,0.54266846,0.7207972,0.9995577,0.46203348,1
0.6123465,0.48047256,0.51906383,0.6258088,0.9930962,0.46377867,1
0.5352737,0.31579766,0.7191692,0.50647575,0.060024135,0.39844483,1
0.49139133,0.3535316,0.57278806,0.54388005,0.48237717,0.43501762,1
0.52155274,0.2804956,0.7889998,0.46873897,0.0006613409,0.3797956,1
0.506068,0.26080114,0.8188115,0.46511883,0.00015661366,0.37488437,1
0.50220567,0.30313635,0.70361394,0.48152,0.019158592,0.396724,1
0.5154344,0.2876698,0.7939762,0.46846512,0.001142922,0.38626394,1
0.52556044,0.3110443,0.7056012,0.49953172,0.023094868,0.40774745,1
0.500575,0.312907,0.6382491,0.5423423,0.092072256,0.42034903,1
0.5102591,0.3290025,0.6480023,0.50414294,0.17274635,0.42001346,1
0.50155014,0.2919808,0.6896843,0.5154662,0.09785409,0.40708786,1
0.5083631,0.29901797,0.7433082,0.4799836,0.0025606782,0.39588565,1
0.50037044,0.25138795,0.8122471,0.47979248,0.00010254608,0.36306322,1
0.5286638,0.28821823,0.73463994,0.5151692,0.028306223,0.38546807,1
0.53358287,0.23265958,0.8101987,0.4679221,0.0008065754,0.3628202,1
0.5241467,0.30995902,0.77996427,0.47661906,0.004687423,0.3977353,1
0.51026237,0.23185207,0.81734365,0.4499605,0.00039754403,0.36265376,1
0.51680684,0.26642257,0.7702178,0.4544306,0.002219205,0.37770122,1
0.5568811,0.40897098,0.5549122,0.6450355,0.99067557,0.45553797,1
0.6177282,0.46663517,0.5283043,0.70106727,0.9991092,0.47113162,1
0.5412946,0.4890829,0.50062585,0.55949515,0.8685968,0.45167047,1
0.48212054,0.36574072,0.56613487,0.5709234,0.42128983,0.45293215,1
0.5220116,0.45428717,0.518207,0.5457415,0.7990451,0.4542585,1
0.55686563,0.4910419,0.49908334,0.5711833,0.91748637,0.4539627,1
0.6242382,0.43389687,0.54351175,0.78981054,0.9999484,0.44607323,1
0.49497578,0.25626007,0.71870005,0.49772528,0.007232932,0.37359887,1
0.52655464,0.35321122,0.71720225,0.46196845,0.035748966,0.42068574,1
0.6027726,0.4701509,0.5202956,0.6721713,0.9961469,0.46843728,1
0.5366325,0.40582055,0.5307786,0.6156933,0.96093315,0.46017542,1
0.5315584,0.38340536,0.55967337,0.61622053,0.93837917,0.45879892,1
0.5198091,0.38526714,0.5553814,0.5592656,0.8234323,0.45338798,1
0.5601056,0.43988156,0.54622155,0.6357936,0.96238273,0.45645323,1
0.5971564,0.48039183,0.52283096,0.6122148,0.98733366,0.4607504,1
0.5517451,0.4309627,0.5361722,0.63228554,0.9695916,0.4597276,1
0.57198995,0.4631989,0.5253791,0.59565437,0.9680748,0.4572526,1
0.59171903,0.46401864,0.53122956,0.67056936,0.9908903,0.4658967,1
0.6337964,0.4709079,0.533777,0.6884604,0.9958429,0.466223,1
0.57276464,0.4547943,0.5258871,0.5955426,0.9643632,0.4582173,1
0.55065364,0.26479226,0.7565025,0.4779863,0.00436167,0.38174304,1
0.5201533,0.29751372,0.71894324,0.49659777,0.0135106,0.39231288,1
0.518585,0.32800376,0.6781177,0.48368114,0.014707931,0.4089313,1
0.5062725,0.35727224,0.6224676,0.49388435,0.14056948,0.42714518,1
0.66599524,0.4541491,0.5441981,0.71858823,0.9996687,0.45911118,1
0.5134237,0.2556449,0.728723,0.5171487,0.018113727,0.38114205,1
0.525207,0.2837347,0.6831339,0.49625164,0.05075547,0.39650065,1
0.4940963,0.3483637,0.5813829,0.55712074,0.45081016,0.43333033,1
0.5387281,0.35418308,0.69548386,0.47736907,0.009130019,0.419958,1
0.62257385,0.42574945,0.5487889,0.69349074,0.9976465,0.4663241,1
0.58072007,0.4332076,0.5308485,0.66794527,0.98021555,0.4657582,1
0.53209245,0.40335563,0.5418919,0.5928494,0.88973796,0.45639184,1
0.5263444,0.2646348,0.7666461,0.48352423,0.0022337576,0.38174257,1
0.65897346,0.4559943,0.5480968,0.77623355,0.9999678,0.4559943,1
0.50724393,0.3595325,0.59185946,0.6035355,0.72900903,0.4557733,1
0.61282074,0.4702586,0.5245531,0.68233806,0.99572587,0.47069353,1
0.50090295,0.26764682,0.6783713,0.54427046,0.028047867,0.40129754,1
0.52259874,0.39722002,0.5380836,0.61419386,0.95387363,0.4573798,1
0.51956284,0.38033956,0.56766754,0.6101319,0.9185429,0.45640525,1
0.4844672,0.35277197,0.6027628,0.5526072,0.3777039,0.43911862,1
0.58297485,0.45850784,0.5267223,0.6948573,0.9979752,0.46782586,1
0.54947215,0.46162164,0.51472956,0.60627776,0.97042906,0.45613435,1
0.5942005,0.46367994,0.5211948,0.6435544,0.99343276,0.464091,1
0.56947005,0.43946904,0.53496313,0.6493872,0.9819618,0.4625306,1
0.5787603,0.45636696,0.52691656,0.6283003,0.9816742,0.4601826,1
0.5711253,0.4294456,0.53420544,0.6285312,0.96533173,0.45206234,1
0.6538414,0.45946002,0.5468099,0.75605166,0.9998914,0.46143758,1
0.5252512,0.40021366,0.54397666,0.5661379,0.9250991,0.4534206,1
0.5007053,0.33457497,0.6052805,0.58837813,0.7268893,0.4490354,1
0.583839,0.46103352,0.52207667,0.6311068,0.97393847,0.46210873,1
0.5174923,0.38791484,0.60697967,0.50053203,0.24215366,0.43625385,1
0.5198192,0.3949825,0.54986745,0.58269507,0.73398864,0.45337117,1
0.650494,0.45576334,0.5456113,0.7608973,0.99986565,0.45978737,1
0.61524314,0.46372473,0.5224692,0.6454593,0.9818796,0.46589422,1
0.503463,0.3647219,0.6038419,0.5370317,0.27514797,0.4397419,1
0.6038777,0.47810823,0.5173438,0.6195507,0.97628504,0.46235427,1
0.57632124,0.45014438,0.5329142,0.64710104,0.9786981,0.462079,1
0.5221526,0.3431363,0.6476076,0.49762765,0.08571201,0.41234046,1
0.60148,0.4502907,0.5454341,0.6466293,0.9933242,0.46290833,1
0.6711512,0.45316872,0.5513369,0.79945743,0.99999917,0.45316872,1
0.62390697,0.46321413,0.5271168,0.6811745,0.9987857,0.47047138,1
0.55694294,0.47596344,0.5137659,0.61933285,0.9716889,0.45905933,1
0.663759,0.46287623,0.5510827,0.7439014,0.99981457,0.46059796,1
0.531648,0.39332274,0.53544104,0.60094064,0.97480315,0.4577228,1
0.5908479,0.4811318,0.51174444,0.6232429,0.99275345,0.4624629,1
0.5846093,0.48378637,0.50990653,0.6180251,0.98896575,0.46145013,1
0.6829661,0.46178266,0.55884147,0.7658668,0.99998665,0.45798793,1
0.562463,0.44505474,0.5286558,0.62065035,0.97692853,0.45822775,1
0.6805542,0.44588378,0.5570894,0.7639652,0.99998105,0.45497108,1
0.6208647,0.46915805,0.52892685,0.68738395,0.99740833,0.47011667,1
0.61822134,0.47068098,0.53040004,0.6847335,0.9980767,0.46959996,1
0.53014696,0.28100497,0.79665786,0.45691538,0.0011636257,0.38578656,1
0.46979475,0.30936304,0.5763931,0.5587307,0.10237419,0.42315912,1
0.5044943,0.3637676,0.5545989,0.57646936,0.8432344,0.45537162,1
0.5381101,0.4482442,0.5366802,0.5626965,0.8048633,0.451962,1
0.631808,0.4667158,0.53352565,0.7108311,0.9998,0.46647435,1
0.5910545,0.46614006,0.51706386,0.6713886,0.9975163,0.4642313,1
0.5946015,0.43377626,0.5424972,0.67438775,0.9943593,0.46300888,1
0.5107902,0.34770867,0.6341422,0.52787966,0.17071046,0.4348691,1
0.61677283,0.47077966,0.5260189,0.6796134,0.9978295,0.4705933,1
0.5510414,0.41416815,0.5534185,0.6600434,0.9847035,0.45602882,1
0.54819876,0.43899995,0.5197841,0.58594424,0.83032376,0.4548792,1
0.55789596,0.42990485,0.5356046,0.6554204,0.95390576,0.46175316,1
0.5145294,0.40408042,0.53867775,0.548034,0.6693466,0.451966,1
0.6256447,0.47597829,0.53355545,0.6577195,0.99639636,0.46644455,1
0.5998426,0.4821186,0.51211303,0.60097915,0.97923183,0.45974377,1
0.60027,0.4752049,0.51818794,0.6636881,0.997224,0.46793824,1
0.49775234,0.36910447,0.5649849,0.5681061,0.7737234,0.45285782,1
0.49943346,0.3163948,0.5563454,0.5735921,0.9236028,0.4553978,1
0.5229958,0.39477652,0.5415642,0.58786297,0.8789941,0.45644996,1
0.51340425,0.27369818,0.7233288,0.51464707,0.08553243,0.3802928,1
0.63748085,0.46675476,0.5374953,0.71185213,0.9995933,0.46398622,1
0.5517788,0.43681923,0.5195017,0.62838286,0.979761,0.45495382,1
0.6093233,0.4385338,0.53711104,0.6763124,0.989869,0.46806607,1
0.48749992,0.3477323,0.56687856,0.56223845,0.7513507,0.45189133,1
0.5033181,0.3629636,0.54815465,0.5578558,0.69473034,0.4536217,1
0.6425567,0.46629786,0.5408536,0.70708454,0.99909174,0.4607552,1
0.65989816,0.46432018,0.54867566,0.735752,0.99981815,0.46077612,1
0.5480825,0.42703503,0.5349483,0.6126627,0.9502556,0.45191753,1
0.5641767,0.47425348,0.50189805,0.59922665,0.96577984,0.4579723,1
0.65190977,0.4536267,0.5393122,0.70888346,0.9994617,0.46090773,1
0.6236301,0.47212738,0.53114253,0.6761615,0.99880016,0.46885747,1
0.51925415,0.21821488,0.8086176,0.4674144,0.0004600469,0.35040894,1
0.58022404,0.45960447,0.5391227,0.65938723,0.99492246,0.46350145,1
0.5742977,0.42137787,0.5393641,0.64423406,0.97529376,0.45351058,1
0.5045241,0.32059616,0.65306175,0.5347986,0.17034006,0.4244097,1
0.5061736,0.3291802,0.61701155,0.5208703,0.36303994,0.42211488,1
0.49550807,0.33971366,0.5808743,0.5579737,0.6799813,0.44351447,1
0.5039941,0.31196246,0.6442652,0.5471367,0.20665993,0.41103247,1
0.5060126,0.3631473,0.56509006,0.59292173,0.78751016,0.45529568,1
0.64260304,0.45177966,0.53516704,0.7221696,0.9997018,0.46592346,1
0.61941737,0.45231178,0.5356863,0.67823046,0.99877113,0.4643137,1
0.55395955,0.44088122,0.52472204,0.6018303,0.96159506,0.45690572,1
0.486438,0.29699373,0.6141947,0.61073416,0.45365143,0.43812424,1
0.54076374,0.38517985,0.5654584,0.6367078,0.9416372,0.4601015,1
0.53348047,0.31380722,0.6738387,0.55337006,0.12695284,0.41531447,1
0.6873445,0.46523347,0.5599478,0.741867,0.9997844,0.45373425,1
0.5972896,0.4470462,0.5426245,0.6630687,0.9824341,0.46468136,1
0.59456784,0.41609043,0.5566325,0.6742251,0.9813411,0.4648237,1
0.4885198,0.2840946,0.6115952,0.5874326,0.46947852,0.42832273,1
0.5266047,0.21962987,0.8577801,0.47005832,6.656929e-06,0.34608418,1
0.52049196,0.33938754,0.65640813,0.50899976,0.29583383,0.42320898,1
0.52285725,0.30029604,0.74268126,0.4659542,0.004813938,0.39856932,1
0.57974446,0.3852572,0.56077516,0.7148756,0.99774665,0.45915723,1
0.5000905,0.35469282,0.5786237,0.5848925,0.94878674,0.45473045,1
0.50667554,0.39072245,0.56165296,0.5653075,0.53171027,0.4537615,1
0.6211725,0.46968973,0.52860004,0.6891867,0.9995466,0.47139996,1
0.63944036,0.45498216,0.54313195,0.7341325,0.9992398,0.4649192,1
0.5725425,0.4380999,0.53220147,0.6529508,0.98404515,0.46113893,1
0.6010223,0.47384715,0.5186372,0.66164905,0.9974058,0.46773556,1
0.5136088,0.32904717,0.727293,0.46773577,0.0066174837,0.4080765,1
0.5390149,0.3258373,0.6272577,0.66491103,0.9634874,0.4587975,1
0.5751661,0.47946388,0.50652564,0.6136366,0.9701885,0.46000648,1
0.59669584,0.46801597,0.5178553,0.6519751,0.96978855,0.4659512,1
0.5105124,0.35378587,0.6268391,0.5112467,0.15282722,0.42087948,1
0.5900556,0.4774046,0.51627517,0.6227625,0.98881197,0.46248376,1
0.59041405,0.47080794,0.51638484,0.612411,0.9707889,0.46055692,1
0.58486485,0.47873044,0.51646155,0.6557426,0.99755055,0.46681732,1
0.5406121,0.4449967,0.5167257,0.5868756,0.8589209,0.45528895,1
0.6255328,0.45669344,0.5487794,0.7055228,0.9971847,0.46533293,1
0.59961534,0.46305174,0.5375269,0.65949905,0.99182606,0.46275607,1
0.56157565,0.42529672,0.5594787,0.6320565,0.9834841,0.45643327,1
0.6356733,0.46175608,0.5349968,0.7027087,0.9980592,0.4650032,1
0.5321958,0.40752706,0.54934996,0.6079212,0.74771315,0.4567418,1
0.55897295,0.45086303,0.52335715,0.62324625,0.97911763,0.4580896,1
0.6182073,0.46621436,0.53092974,0.69465137,0.996558,0.46851504,1
0.5176367,0.3982618,0.5508494,0.56268084,0.5261505,0.45348054,1
0.59171504,0.42993578,0.5356315,0.676315,0.9738435,0.45944977,1
0.6410276,0.46209085,0.54154086,0.7421796,0.99980825,0.466588,1
0.536978,0.24444918,0.84385306,0.47153074,5.49133e-05,0.3612347,1
0.514784,0.33427528,0.62593454,0.51746374,0.10631184,0.4142501,1
0.4941122,0.35720843,0.56554437,0.5788685,0.797858,0.45436364,1
0.52140087,0.20934272,0.86537737,0.45347282,2.417118e-05,0.34488893,1
0.60771185,0.43851933,0.5433958,0.6628565,0.9955439,0.46461135,1
0.52197397,0.4239049,0.5389171,0.56715685,0.79495233,0.4526554,1
0.5115918,0.3760127,0.5925602,0.53176045,0.36311877,0.4414878,1
0.6160802,0.465075,0.5282868,0.7033349,0.99582857,0.47018003,1
0.49479115,0.34530598,0.57841843,0.5587134,0.3692144,0.4345371,1
0.527867,0.3576057,0.5705314,0.5967946,0.8864729,0.45833248,1
0.5119981,0.3692464,0.5652379,0.58293897,0.73826784,0.45500526,1
0.50395024,0.33774066,0.5770723,0.5771197,0.90114814,0.4576113,1
0.5744211,0.3700761,0.5562659,0.67591864,0.9902486,0.45746735,1
0.49098027,0.29380333,0.6588148,0.54315335,0.104292385,0.41081384,1
0.5998845,0.4703766,0.51509887,0.6402903,0.99643904,0.46497396,1
0.5821921,0.44985577,0.5245809,0.62298286,0.97404283,0.46166372,1
0.5980773,0.46711043,0.5160378,0.6496448,0.9974275,0.46608716,1
0.61044884,0.45935103,0.5186306,0.667114,0.9954396,0.46864197,1
0.66973686,0.45855093,0.5560802,0.7658172,0.99995255,0.45855093,1
0.4947518,0.33280823,0.66067773,0.4780961,0.023684874,0.40843683,1
0.5866969,0.47485536,0.51973933,0.64626324,0.9904677,0.4647699,1
0.6680958,0.46352857,0.5537689,0.7442276,0.9999367,0.45860976,1
0.6131333,0.4786415,0.5207763,0.63433135,0.99501425,0.46500906,1
0.63352686,0.47728944,0.53020996,0.6545781,0.99764746,0.46855062,1
0.6095764,0.47958514,0.51870877,0.6282533,0.9946219,0.46403483,1
0.5209593,0.28476423,0.71721655,0.49816155,0.0176164,0.38478103,1
0.5193236,0.29220363,0.7664201,0.45875838,0.002576608,0.38780734,1
0.5319418,0.2179812,0.8688646,0.4794669,2.1043656e-05,0.3449323,1
0.5344569,0.24021925,0.78443027,0.47069207,0.0021143104,0.3703529,1
0.48317468,0.30144346,0.6400116,0.5587865,0.23749577,0.4200566,1
0.5157757,0.29329637,0.7670534,0.46912777,0.002255894,0.38631344,1
0.5146397,0.30698526,0.6840385,0.52336174,0.09131144,0.41759956,1
0.497196,0.33551678,0.6139897,0.54205453,0.13039725,0.42765653,1
0.48726806,0.3100867,0.61002827,0.55971235,0.5008988,0.42714384,1
0.5314263,0.2621387,0.8145137,0.45359132,0.0008599914,0.38172168,1
0.5072239,0.24867953,0.7994844,0.4709189,0.000694561,0.35952115,1
0.4979174,0.33144504,0.7125703,0.4619311,0.011933838,0.40486085,1
0.51859254,0.2604819,0.8091938,0.4741744,0.00016608374,0.36596507,1
0.52374786,0.277937,0.8070334,0.46185157,0.0009214525,0.38500652,1
0.4891135,0.30995658,0.6011899,0.60581744,0.82816505,0.45008188,1
0.5015792,0.31267366,0.65818644,0.5245506,0.22900984,0.4128777,1
0.50724727,0.25444707,0.69716567,0.51522034,0.023136353,0.38127112,1
0.58135694,0.4023401,0.5749939,0.65938306,0.99556535,0.458576,1
0.61192757,0.45836136,0.52534354,0.69217783,0.99888426,0.46989742,1
0.57762295,0.4326445,0.5299871,0.64656,0.98313105,0.45750976,1
0.49035588,0.3494691,0.5497943,0.5808273,0.5207793,0.45582289,1
0.55719256,0.47977903,0.51407,0.58442193,0.9261387,0.45594558,1
0.54582703,0.44688457,0.5202287,0.627838,0.9416834,0.45417297,1
0.6270383,0.42853278,0.55253565,0.7536706,0.9999049,0.46167684,1
0.49055052,0.39263025,0.5730647,0.5709382,0.65713036,0.45216283,1
0.5514949,0.45980152,0.51478,0.6098944,0.9683571,0.45593324,1
0.6113505,0.4641843,0.5253548,0.69315845,0.9986687,0.46965596,1
0.63055694,0.4530057,0.5276678,0.69257283,0.9985551,0.46736243,1
0.5156036,0.3836262,0.5864265,0.6088704,0.94348973,0.4570548,1
0.6235257,0.4502067,0.5246268,0.6666406,0.99722505,0.47014856,1
0.50503933,0.33299714,0.62671185,0.5402754,0.70505136,0.43017924,1
0.6572126,0.47282887,0.5465104,0.7088129,0.9998609,0.4555648,1
0.5358913,0.4204357,0.5553892,0.584824,0.90910244,0.4548168,1
0.6057556,0.48004588,0.52024364,0.63064927,0.9927314,0.4644926,1
0.51387095,0.31088898,0.66064245,0.54418254,0.07013412,0.4158186,1
0.5391765,0.3946729,0.56220216,0.6141086,0.90346533,0.45866346,1
0.5847865,0.4323366,0.561122,0.6443166,0.9887461,0.46214136,1
0.547721,0.25508344,0.8324062,0.45338476,0.00029212274,0.37491807,1
0.51920563,0.2987899,0.7303578,0.4620882,0.001350987,0.38140374,1
0.5358611,0.3143186,0.7290693,0.48870298,0.005244088,0.39388162,1
0.5198088,0.3126687,0.72648954,0.47951585,0.010541313,0.3960319,1
0.5106227,0.32267234,0.5862591,0.60613465,0.92312026,0.45975494,1
0.4925195,0.34443042,0.5774832,0.58243656,0.5123267,0.45489734,1
0.52268016,0.34935,0.6521372,0.49878415,0.068575256,0.42549592,1
0.5154805,0.29176545,0.76103544,0.46501902,0.00065337634,0.3810134,1
0.5095425,0.3721741,0.5488391,0.5604689,0.5829093,0.45277962,1
0.53962517,0.38628137,0.556683,0.6124685,0.837989,0.45665678,1
0.52755874,0.37192264,0.5635611,0.58092284,0.8272088,0.4510337,1
0.5288805,0.4050284,0.5619834,0.57119197,0.89359844,0.45331904,1
0.48595726,0.29417363,0.6021259,0.60973126,0.5164244,0.45085248,1
0.5471423,0.40102535,0.5469977,0.6349113,0.96586347,0.45459408,1
0.57362866,0.45351696,0.5298221,0.66514176,0.97185135,0.46148852,1
0.52596486,0.36768717,0.55502623,0.6516446,0.9250986,0.4618606,1
0.54432267,0.28501412,0.767552,0.4974805,0.004251237,0.38916987,1
0.4738903,0.31129414,0.60639614,0.57472295,0.2566668,0.44500124,1
0.50588226,0.28846684,0.76934034,0.45865795,0.0046794256,0.3864243,1
0.49037284,0.37759492,0.56699526,0.5810619,0.651056,0.45362782,1
0.5274474,0.37996572,0.5327544,0.6335332,0.9314824,0.46109605,1
0.56057876,0.4559852,0.5214214,0.62549067,0.9832274,0.4588297,1
0.56544095,0.4558159,0.5302108,0.62012076,0.9772949,0.45922098,1
0.6413799,0.46499756,0.5347929,0.6875982,0.9984092,0.4652071,1
0.52271646,0.29650396,0.7550512,0.47458926,0.00031397038,0.38050973,1
0.58465827,0.4603026,0.5161419,0.6043402,0.9627093,0.45994422,1
0.664028,0.46011242,0.55179465,0.7568757,0.9999181,0.4605695,1
0.56958306,0.4513591,0.53196454,0.6072976,0.9596395,0.45227945,1
0.63774407,0.4000004,0.5702805,0.73663074,0.9992704,0.45996654,1
0.5808786,0.46405473,0.5135044,0.6211137,0.9623541,0.4612548,1
0.59652746,0.4607515,0.51896554,0.64375573,0.99172956,0.464485,1
0.60507554,0.47841856,0.5181708,0.62793994,0.9897031,0.46381575,1
0.5784233,0.44884348,0.523695,0.65210074,0.9807016,0.45962164,1
0.60689867,0.4731437,0.5197493,0.643754,0.99072284,0.46452162,1
0.5024678,0.37855634,0.57779795,0.54135734,0.27515513,0.4481077,1
0.5657377,0.4843494,0.50155205,0.58987767,0.9278319,0.4565864,1
0.5202488,0.4256595,0.5550689,0.58741415,0.69419676,0.45346656,1
0.51080555,0.3803119,0.5946046,0.5327886,0.40660495,0.4405369,1
0.61432934,0.47113046,0.525576,0.6722244,0.9988207,0.4690932,1
0.6573736,0.45854422,0.5446861,0.769572,0.9999964,0.45854422,1
0.5825456,0.47721535,0.5084111,0.6152127,0.98435736,0.46107578,1
0.59211886,0.4748163,0.5183701,0.658507,0.99526983,0.466369,1
0.6173532,0.45732415,0.5210628,0.658615,0.99699414,0.4678979,1
0.5414936,0.40213567,0.549492,0.61505586,0.9703367,0.45824638,1
0.6332442,0.47500268,0.5311484,0.66800535,0.99928576,0.46885163,1
0.5170945,0.1682479,0.8933947,0.47845128,2.141836e-07,0.30638823,0
0.5053422,0.2691697,0.7864622,0.49075478,0.00014189424,0.38504153,0
0.53176343,0.1380674,0.92146283,0.44037804,5.714776e-08,0.29598445,0
0.5296916,0.06170664,0.9730918,0.4460491,5.352097e-11,0.21110435,0
0.54289883,0.059984826,0.9781251,0.43275467,7.34212e-11,0.21351409,0
0.5127878,0.18617558,0.8811553,0.45986837,2.1786868e-06,0.3275177,0
0.55887836,0.1320963,0.9350991,0.44024566,1.1545914e-07,0.2922346,0
0.5470049,0.16413431,0.9080684,0.4387305,1.4003119e-06,0.3204022,0
0.5135779,0.12820928,0.9368858,0.512085,3.67261e-09,0.269416,0
0.507962,0.1678424,0.8868544,0.46718076,3.336577e-07,0.30817083,0
0.52037615,0.076693796,0.9660298,0.48302063,3.696571e-11,0.22373688,0
0.50353533,0.24297503,0.8233567,0.4894825,2.5203683e-05,0.35880256,0
0.5066009,0.29988682,0.75750184,0.47534192,0.00024326882,0.40027416,0
0.49719086,0.2846755,0.7656599,0.47863612,0.00014323594,0.3917246,0
0.4988086,0.23084414,0.82616055,0.46932122,7.739276e-06,0.3481591,0
0.5049822,0.23501877,0.82653475,0.47717723,2.8528115e-05,0.34908682,0
0.52447814,0.22201276,0.83205473,0.4408769,1.4603643e-05,0.3493691,0
0.50922304,0.108765736,0.9405027,0.46134782,5.4403793e-09,0.2650804,0
